year,state_fips,state_abbr,state_name,estimated_population,crimes_total,violent_total,property_total,homicide,forcible_rape_legacy,forcible_rape_revised,robbery,aggravated_assault,burglary,larcent_theft,motor_vehicle_theft
1989,36,NY,New York,17950000,1129638,203042,926596,2246,5242,,103983,91571,211130,544459,171007
1990,36,NY,New York,17990455,1144874,212458,932416,2605,5368,,112380,92105,208813,536012,187591
1991,36,NY,New York,18058000,1127651,210184,917467,2571,5085,,112342,90186,204499,531681,181287
1992,36,NY,New York,18119000,1061489,203311,858178,2397,5152,,108154,87608,193548,495708,168922
1993,36,NY,New York,18197000,1010176,195352,814824,2420,5008,,102122,85802,181709,481166,151949
1994,36,NY,New York,18169000,921278,175433,745845,2016,4700,,86617,82100,164650,452322,128873
1995,36,NY,New York,18136000,827025,152683,674342,1550,4290,,72492,74351,146562,425184,102596
1996,36,NY,New York,18185000,751456,132206,619250,1353,4174,,61822,64857,129828,399522,89900
1997,36,NY,New York,18137000,709328,124890,584438,1093,4075,,56094,63628,118306,386435,79697
1998,36,NY,New York,18175000,652202,115915,536287,924,3843,,49125,62023,104821,363295,68171
1999,36,NY,New York,18196601,596743,107147,489596,903,3563,,43821,58860,93217,338118,58261
2000,36,NY,New York,18976457,588189,105111,483078,952,3530,,40539,60090,87946,340901,54231
2001,36,NY,New York,19084350,556025,98022,458003,960,3546,,36555,56961,80400,329316,48287
2002,36,NY,New York,19134293,537121,95030,442091,909,3885,,36653,53583,76700,318025,47366
2003,36,NY,New York,19212425,521565,89486,432079,934,3775,,35790,48987,75453,311422,45204
2004,36,NY,New York,19280727,507648,84914,422734,889,3608,,33506,46911,70696,311036,41002
2005,36,NY,New York,19315721,491829,85839,405990,874,3636,,35179,46150,68034,302220,35736
2006,36,NY,New York,19306183,482593,84016,398577,922,3168,,34459,45467,68617,297827,32133
2007,36,NY,New York,19297729,463586,79962,383624,805,2928,,31085,45144,64914,290681,28029
2008,36,NY,New York,19490297,466145,77546,388599,836,2798,,31787,42125,65544,297962,25093
2009,36,NY,New York,19541453,452647,75110,377537,781,2582,,28141,43606,62769,292897,21871
2010,36,NY,New York,19395206,456202,76492,379710,868,2797,,28630,44197,65839,293232,20639
2011,36,NY,New York,19501616,449300,77463,371837,769,2751,,28405,45538,65227,287361,19249
2012,36,NY,New York,19576125,454803,79535,375268,683,2837,,28633,47382,64389,293562,17317
2013,36,NY,New York,19695680,436166,77563,358603,644,2575,3548,27241,46130,56444,286676,15483
2014,36,NY,New York,19748858,415085,75972,339113,616,4316,6025,24036,45295,50738,272624,15751
2015,36,NY,New York,19747183,392351,75126,317225,613,4414,6141,23879,44493,44117,257837,15271
2016,36,NY,New York,19836286,379539,74315,305224,629,4584,6281,22310,45095,39850,250990,14384
2017,36,NY,New York,19590719,364136,70746,293390,550,,6297,20122,43777,34928,245093,13369
2018,36,NY,New York,19530351,350055,68512,281543,562,,6577,18191,43182,31158,237243,13142
2019,36,NY,New York,19463131,340047,70260,269787,565,,6642,18165,44888,28065,228672,13050
2020,36,NY,New York,19336776,343127,70339,272788,808,,5468,17525,46538,32003,221129,19656
1960,37,NC,North Carolina,4556155,53738,10182,43556,482,355,,825,8520,12730,26865,3961
1961,37,NC,North Carolina,4614000,54932,9275,45657,424,336,,694,7821,13485,28029,4143
1962,37,NC,North Carolina,4731000,58237,9533,48704,373,362,,836,7962,14704,29642,4358
1963,37,NC,North Carolina,4760000,61915,10038,51877,391,346,,903,8398,15948,30877,5052
1964,37,NC,North Carolina,4852000,72742,12345,60397,390,464,,1099,10392,19369,35554,5474
1965,37,NC,North Carolina,4914000,77072,12755,64317,410,449,,1129,10767,20112,38309,5896
1966,37,NC,North Carolina,5000000,85211,14775,70436,459,538,,1213,12565,22134,41258,7044
1967,37,NC,North Carolina,5029000,95162,15995,79167,498,567,,1614,13316,25966,45856,7345
1968,37,NC,North Carolina,5135000,103056,18025,85031,526,579,,1929,14991,27716,49442,7873
1969,37,NC,North Carolina,5205000,117200,18117,99083,588,619,,2244,14666,31804,58614,8665
1970,37,NC,North Carolina,5082059,134302,18814,115488,597,658,,2660,14899,38918,68042,8528
1971,37,NC,North Carolina,5146000,140447,19952,120495,606,764,,2844,15738,41840,70109,8546
1972,37,NC,North Carolina,5214000,138648,22087,116561,704,759,,3452,17172,42375,65574,8612
1973,37,NC,North Carolina,5273000,148269,23086,125183,683,847,,3766,17790,47036,68984,9163
1974,37,NC,North Carolina,5363000,188307,26220,162087,629,833,,4948,19810,63654,88336,10097
1975,37,NC,North Carolina,5451000,208050,23791,184259,677,885,,4479,17750,70051,104069,10139
1976,37,NC,North Carolina,5469000,212264,22061,190203,609,838,,3859,16755,64289,116164,9750
1977,37,NC,North Carolina,5525000,209460,22492,186968,586,937,,3385,17584,63765,112591,10612
1978,37,NC,North Carolina,5577000,216506,23054,193452,600,1024,,3673,17757,66031,116193,11228
1979,37,NC,North Carolina,5606000,245122,25009,220113,600,1137,,4327,18945,72687,134903,12523
1980,37,NC,North Carolina,5843665,271174,26589,244585,619,1324,,4810,19836,83150,148804,12631
1981,37,NC,North Carolina,5951000,268998,25986,243012,541,1351,,4809,19285,79545,151679,11788
1982,37,NC,North Carolina,6019000,273458,26865,246593,545,1322,,5168,19830,78787,156701,11105
1983,37,NC,North Carolina,6082000,254451,24911,229540,490,1332,,4840,18249,72348,147068,10124
1984,37,NC,North Carolina,6165000,249322,24885,224437,539,1330,,4612,18404,69747,143700,10990
1985,37,NC,North Carolina,6255000,257792,26327,231465,520,1488,,4893,19426,71985,147530,11950
1986,37,NC,North Carolina,6331000,274249,30128,244121,515,1673,,5551,22389,77557,153378,13186
1987,37,NC,North Carolina,6413000,298196,31039,267157,519,1863,,6023,22634,86964,165841,14352
1988,37,NC,North Carolina,6526000,317310,32753,284557,510,1833,,7085,23325,90791,177426,16340
1989,37,NC,North Carolina,6571000,345225,35902,309323,584,1964,,8770,24584,98792,191783,18748
1990,37,NC,North Carolina,6628637,363638,41332,322306,711,2272,,10082,28267,101444,202059,18803
1991,37,NC,North Carolina,6737000,396723,44355,352368,769,2331,,11990,29265,114009,218192,20167
1992,37,NC,North Carolina,6843000,397047,46600,350447,723,2455,,12784,30638,113117,217717,19613
1993,37,NC,North Carolina,6945000,392555,47178,345377,785,2379,,13364,30650,105270,220071,20036
1994,37,NC,North Carolina,7070000,397705,46308,351397,772,2334,,12811,30391,104118,225937,21342
1995,37,NC,North Carolina,7195000,405764,46508,359256,677,2320,,12896,30615,101995,234911,22350
1996,37,NC,North Carolina,7323000,404684,43068,361616,619,2289,,12001,28159,98539,238511,24566
1997,37,NC,North Carolina,7425000,407743,45071,362672,614,2348,,12817,29292,100002,238228,24442
1998,37,NC,North Carolina,7546000,401615,43723,357892,612,2311,,12133,28667,99951,233325,24616
1999,37,NC,North Carolina,7650789,395971,41474,354497,552,2155,,12087,26680,98457,230463,25577
2000,37,NC,North Carolina,8049313,395972,40051,355921,560,2181,,12595,24715,97888,232767,25266
2001,37,NC,North Carolina,8206105,404242,40465,363777,505,2083,,13304,24573,101889,237241,24647
2002,37,NC,North Carolina,8305820,392826,39118,353708,548,2196,,12205,24169,99535,229307,24866
2003,37,NC,North Carolina,8421190,397903,38243,359660,506,2139,,12229,23369,100687,232081,26892
2004,37,NC,North Carolina,8540468,393572,38244,355328,532,2339,,11782,23591,101193,227147,26988
2005,37,NC,North Carolina,8672459,394505,40650,353855,585,2302,,12635,25128,104298,221091,28466
2006,37,NC,North Carolina,8856505,406637,42088,364549,539,2495,,13468,25586,107333,227114,30102
2007,37,NC,North Carolina,9061032,412124,42231,369893,584,2386,,13534,25727,108700,233241,27952
2008,37,NC,North Carolina,9222414,415888,43125,372763,599,2296,,14323,25907,111556,234480,26727
2009,37,NC,North Carolina,9380884,381653,37946,343707,489,2306,,11825,23326,107830,215923,19954
2010,37,NC,North Carolina,9560234,363881,34679,329202,474,2002,,9620,22583,102826,208057,18319
2011,37,NC,North Carolina,9651103,371227,33421,337806,498,1959,,9448,21516,105534,215453,16819
2012,37,NC,North Carolina,9748364,363058,34464,328594,479,1984,,9392,22609,99323,213151,16120
2013,37,NC,North Carolina,9848917,339218,33587,305631,463,1790,2524,9275,21325,90182,201043,14406
2014,37,NC,North Carolina,9940387,318216,32718,285498,498,1738,2432,8411,21377,79266,192609,13623
2015,37,NC,North Carolina,10035186,310649,34734,275915,517,1886,2591,8821,22805,74760,187732,13423
2016,37,NC,North Carolina,10156689,315532,37767,277765,678,2086,2847,9336,24906,72082,190377,15306
2017,37,NC,North Carolina,10270800,303526,38043,265483,622,,1944,9884,25593,65247,184119,16117
2018,37,NC,North Carolina,10381615,280303,36980,243323,574,,2633,7573,26200,57450,169376,16497
2019,37,NC,North Carolina,10501384,290908,39773,251135,653,,3364,7700,28056,54033,178332,18770
2020,37,NC,North Carolina,10600823,280477,44451,236026,852,,2922,7340,33337,49952,165554,20520
1960,38,ND,North Dakota,632446,5635,90,5545,3,14,,40,33,1252,3863,430
1961,38,ND,North Dakota,640000,5717,160,5557,6,33,,68,53,1286,3822,449
1962,38,ND,North Dakota,642000,6127,128,5999,8,27,,40,53,1217,4246,536
1963,38,ND,North Dakota,634000,6590,182,6408,13,22,,61,86,1207,4590,611
1964,38,ND,North Dakota,645000,7046,229,6817,6,45,,56,122,1546,4687,584
1965,38,ND,North Dakota,652000,6952,223,6729,6,33,,30,154,1348,4880,501
1966,38,ND,North Dakota,650000,7846,231,7615,12,28,,40,151,1439,5609,567
1967,38,ND,North Dakota,639000,8942,185,8757,1,30,,37,117,1541,6690,526
1968,38,ND,North Dakota,625000,8782,173,8609,7,29,,36,101,1494,6611,504
1969,38,ND,North Dakota,615000,9138,220,8918,1,25,,44,150,1533,6800,585
1970,38,ND,North Dakota,617761,10542,211,10331,3,38,,40,130,1769,8000,562
1971,38,ND,North Dakota,625000,12815,238,12577,8,26,,47,157,2124,9911,542
1972,38,ND,North Dakota,632000,12563,290,12273,8,31,,56,195,2257,9443,573
1973,38,ND,North Dakota,640000,13302,389,12913,5,47,,47,290,2454,9618,841
1974,38,ND,North Dakota,637000,13760,319,13441,9,50,,82,178,2758,9840,843
1975,38,ND,North Dakota,635000,14841,337,14504,5,37,,91,204,3424,10251,829
1976,38,ND,North Dakota,643000,16167,462,15705,9,36,,104,313,3077,11603,1025
1977,38,ND,North Dakota,653000,16331,438,15893,6,59,,87,286,2913,12035,945
1978,38,ND,North Dakota,652000,15683,437,15246,8,58,,102,269,2758,11522,966
1979,38,ND,North Dakota,657000,18106,403,17703,10,54,,65,274,3029,13607,1067
1980,38,ND,North Dakota,652437,19336,352,18984,8,62,,50,232,3186,14629,1169
1981,38,ND,North Dakota,658000,19681,444,19237,15,57,,85,287,3294,14859,1084
1982,38,ND,North Dakota,670000,17742,414,17328,5,66,,85,258,3074,13314,940
1983,38,ND,North Dakota,680000,18193,365,17828,14,85,,53,213,2967,13983,878
1984,38,ND,North Dakota,686000,17722,368,17354,8,90,,53,217,2738,13856,760
1985,38,ND,North Dakota,685000,18354,322,18032,7,50,,44,221,2925,14297,810
1986,38,ND,North Dakota,679000,17691,348,17343,7,79,,47,215,2615,13914,814
1987,38,ND,North Dakota,672000,19038,382,18656,10,63,,51,258,3060,14768,828
1988,38,ND,North Dakota,663000,18087,392,17695,12,74,,54,252,2902,14007,786
1989,38,ND,North Dakota,660000,16902,417,16485,4,78,,61,274,2369,13370,746
1990,38,ND,North Dakota,638800,18668,472,18196,5,114,,50,303,2725,14621,850
1991,38,ND,North Dakota,635000,17741,415,17326,7,116,,51,241,2367,14154,805
1992,38,ND,North Dakota,636000,18465,530,17935,12,148,,50,320,2487,14498,950
1993,38,ND,North Dakota,635000,17909,522,17387,11,149,,53,309,2370,14073,944
1994,38,ND,North Dakota,638000,17455,522,16933,1,149,,71,301,2070,13899,964
1995,38,ND,North Dakota,641000,18373,556,17817,6,146,,64,340,2248,14421,1148
1996,38,ND,North Dakota,644000,17189,541,16648,14,155,,71,301,1991,13433,1224
1997,38,ND,North Dakota,641000,17380,559,16821,6,159,,41,353,2300,13367,1154
1998,38,ND,North Dakota,638000,17105,570,16535,7,212,,65,286,2274,13134,1127
1999,38,ND,North Dakota,633666,15172,424,14748,10,142,,56,216,2337,11375,1036
2000,38,ND,North Dakota,642200,14694,523,14171,4,169,,56,294,2093,11092,986
2001,38,ND,North Dakota,636550,15339,505,14834,7,164,,60,274,2165,11583,1086
2002,38,ND,North Dakota,633911,15258,496,14762,5,163,,58,270,2243,11501,1018
2003,38,ND,North Dakota,633400,13872,508,13364,9,160,,53,286,1959,10327,1078
2004,38,ND,North Dakota,636308,13051,558,12493,8,177,,43,330,2040,9516,937
2005,38,ND,North Dakota,634605,13554,706,12848,12,180,,54,460,2043,9732,1073
2006,38,ND,North Dakota,635867,14614,1255,13359,14,241,,75,925,2601,9672,1086
2007,38,ND,North Dakota,639715,14139,1343,12796,17,252,,75,999,2314,9500,982
2008,38,ND,North Dakota,641481,14470,1441,13029,11,331,,73,1026,2336,9782,911
2009,38,ND,North Dakota,646844,14536,1723,12813,12,296,,107,1308,2426,9474,913
2010,38,ND,North Dakota,674629,13558,1548,12010,10,245,,90,1203,2000,9137,873
2011,38,ND,North Dakota,684740,15033,1699,13334,24,266,,91,1318,2458,9891,985
2012,38,ND,North Dakota,701345,16020,1723,14297,25,279,,127,1292,2429,10687,1181
2013,38,ND,North Dakota,723857,17335,1979,15356,16,288,355,161,1447,2979,10942,1435
2014,38,ND,North Dakota,740040,17858,2001,15857,23,275,382,175,1421,2751,11559,1547
2015,38,ND,North Dakota,756835,19665,1949,17716,21,285,391,159,1378,3296,12686,1734
2016,38,ND,North Dakota,755548,19356,1905,17451,16,268,356,181,1352,3248,12249,1954
2017,38,ND,North Dakota,755176,18786,2133,16653,10,,406,183,1534,2947,11944,1762
2018,38,ND,North Dakota,758080,17775,2154,15621,18,,409,158,1569,2742,11088,1791
2019,38,ND,North Dakota,763724,17572,2302,15270,25,,464,184,1629,2646,10785,1839
2020,38,ND,North Dakota,765309,18774,2518,16256,32,,396,151,1939,3196,10986,2074
1960,39,OH,Ohio,9706397,151307,8120,143187,311,572,,3890,3347,37260,92858,13069
1961,39,OH,Ohio,9876000,156392,7986,148406,306,554,,3914,3212,39677,96682,12047
